order_id,session_id,viewer_id,order_ts,total_value,payment_status,shipping_city
O400368,S075,V0250064,2025-05-28 20:58:40,133143,PAID,Bandung
O400369,S075,V0250067,2025-05-28 20:55:23,196185,PAID,Sukabumi
O400370,S075,V0250080,2025-05-28 21:06:16,104308,PAID,Kediri
O400371,S075,V0250081,2025-05-28 20:53:26,215024,PAID,Cilacap
O400372,S075,V0250086,2025-05-28 20:48:11,219695,PAID,Purwokerto
O400373,S075,V0250095,2025-05-28 20:56:44,70565,PAID,Tegal
O400374,S075,V0250107,2025-05-28 20:54:45,209231,PAID,Cikampek
O400375,S075,V0250111,2025-05-28 20:50:07,155008,PAID,Jakarta
O400376,S075,V0250131,2025-05-28 20:41:34,133143,PAID,Tasikmalaya
O400377,S075,V0250132,2025-05-28 20:53:49,158946,PAID,Jayapura
O400378,S075,V0250146,2025-05-28 20:55:43,76956,PAID,Jakarta
O400379,S076,V0260001,2025-05-28 20:48:03,198085,PAID,Gorontalo
O400380,S076,V0260021,2025-05-28 21:08:49,145861,PAID,Samarinda
O400381,S076,V0260028,2025-05-28 21:07:05,124921,PAID,Kediri
O400382,S076,V0260047,2025-05-28 21:01:36,140765,PAID,Bogor
O400383,S076,V0260048,2025-05-28 20:54:37,198085,PAID,Sorong
O400384,S076,V0260085,2025-05-28 20:48:29,183971,PAID,Probolinggo
O400385,S076,V0260089,2025-05-28 20:50:08,198085,PAID,Surabaya
O400386,S076,V0260108,2025-05-28 20:51:40,76956,PAID,Cikampek
O400387,S076,V0260113,2025-05-28 20:48:18,127068,PAID,Bandung
O400388,S076,V0260114,2025-05-28 20:55:51,188858,PAID,Cirebon
O400389,S076,V0260124,2025-05-28 20:54:14,210584,PAID,Malang
O400390,S076,V0260125,2025-05-28 20:57:47,94448,PAID,Purwokerto
O400391,S076,V0260126,2025-05-28 20:53:11,155008,PAID,Magelang
O400392,S076,V0260132,2025-05-28 20:55:15,106262,PAID,Solo
O400393,S076,V0260145,2025-05-28 20:50:49,169595,PAID,Bogor
O400394,S077,V0270016,2025-05-29 19:19:35,145861,PAID,Batam
O400395,S077,V0270019,2025-05-29 19:14:25,219695,PAID,Solo
O400396,S077,V0270029,2025-05-29 19:14:20,94448,PAID,Singaraja
O400397,S077,V0270035,2025-05-29 19:15:12,116832,PAID,Ambon
O400398,S077,V0270055,2025-05-29 19:15:13,159194,PAID,Pekanbaru
O400399,S077,V0270062,2025-05-29 19:15:33,177767,PAID,Bekasi
O400400,S077,V0270064,2025-05-29 19:08:39,205679,PAID,Yogyakarta
O400401,S077,V0270087,2025-05-29 19:10:18,169230,PAID,Magelang
O400402,S077,V0270091,2025-05-29 19:08:56,104308,PAID,Pasuruan
O400403,S077,V0270096,2025-05-29 19:08:14,203080,PAID,Pekanbaru
O400404,S077,V0270102,2025-05-29 19:02:23,223245,PAID,Sukabumi
O400405,S077,V0270105,2025-05-29 19:08:48,169595,PAID,Malang
O400406,S077,V0270113,2025-05-29 19:17:36,88610,PAID,Solo
O400407,S077,V0270114,2025-05-29 19:12:11,218682,PAID,Depok
O400408,S077,V0270118,2025-05-29 19:03:59,198085,PAID,Jakarta
O400409,S077,V0270123,2025-05-29 19:19:31,145861,PAID,Banyuwangi
O400410,S077,V0270127,2025-05-29 19:17:17,96868,PAID,Tasikmalaya
O400411,S078,V0280025,2025-05-29 20:16:11,135485,PAID,Banyuwangi
O400412,S078,V0280039,2025-05-29 20:03:46,145861,PAID,Blitar
O400413,S078,V0280046,2025-05-29 19:58:44,245368,PAID,Sukabumi
O400414,S078,V0280052,2025-05-29 19:56:58,187757,PAID,Garut
O400415,S078,V0280076,2025-05-29 19:53:46,229014,PAID,Malang
O400416,S078,V0280079,2025-05-29 20:12:34,94448,PAID,Kediri
O400417,S078,V0280084,2025-05-29 19:49:54,169595,PAID,Tegal
O400418,S078,V0280112,2025-05-29 19:57:39,116832,PAID,Malang
O400419,S078,V0280122,2025-05-29 19:49:38,96868,PAID,Surabaya
O400420,S078,V0280133,2025-05-29 20:06:04,215024,PAID,Makassar
O400421,S079,V0290003,2025-05-29 19:45:51,198085,PAID,Jakarta
O400422,S079,V0290015,2025-05-29 19:38:34,173712,PAID,Semarang
O400423,S079,V0290018,2025-05-29 19:49:58,170864,PAID,Padang
O400424,S079,V0290023,2025-05-29 19:35:25,88610,PAID,Denpasar
O400425,S079,V0290034,2025-05-29 19:40:59,164800,PAID,Serang
O400426,S079,V0290035,2025-05-29 19:42:45,78234,PAID,Gorontalo
O400427,S079,V0290039,2025-05-29 19:57:02,75514,PAID,Serang
O400428,S079,V0290041,2025-05-29 19:41:27,122730,PAID,Serang
O400429,S079,V0290045,2025-05-29 19:33:55,215691,PAID,Cikampek
O400430,S079,V0290087,2025-05-29 19:39:45,87962,PAID,Malang
O400431,S079,V0290092,2025-05-29 19:49:28,237621,PAID,Semarang
O400432,S079,V0290098,2025-05-29 19:53:40,138358,PAID,Solo
O400433,S079,V0290100,2025-05-29 19:36:34,205679,PAID,Cirebon
O400434,S079,V0290106,2025-05-29 19:41:16,106262,PAID,Tegal
O400435,S079,V0290121,2025-05-29 19:48:55,170864,PAID,Malang
O400436,S079,V0290126,2025-05-29 19:32:07,94448,PAID,Cilacap
O400437,S079,V0290133,2025-05-29 19:39:42,188858,PAID,Kediri
O400438,S079,V0290146,2025-05-29 19:58:57,152209,PAID,Cirebon
O400439,S080,V0300009,2025-05-30 20:31:05,106262,PAID,Yogyakarta
O400440,S080,V0300011,2025-05-30 20:38:20,159194,PAID,Blitar
O400441,S080,V0300051,2025-05-30 20:23:07,106262,PAID,Magelang
O400442,S080,V0300062,2025-05-30 20:25:02,237621,PAID,Surabaya
O400443,S080,V0300070,2025-05-30 20:36:36,219336,PAID,Tangerang
O400444,S080,V0300073,2025-05-30 20:45:13,70565,PAID,Cikampek
O400445,S080,V0300078,2025-05-30 20:28:05,179897,PAID,Sorong
O400446,S080,V0300090,2025-05-30 20:30:12,237621,PAID,Kediri
O400447,S080,V0300094,2025-05-30 20:29:55,210763,PAID,Probolinggo
O400448,S080,V0300097,2025-05-30 20:34:31,205679,PAID,Bekasi
O400449,S080,V0300102,2025-05-30 20:31:23,138358,PAID,Blitar
O400450,S080,V0300103,2025-05-30 20:25:57,215024,PAID,Tasikmalaya
O400451,S080,V0300110,2025-05-30 20:33:12,219695,PAID,Madiun
O400452,S080,V0300125,2025-05-30 20:30:58,210584,PAID,Bekasi
O400453,S080,V0300143,2025-05-30 20:28:11,127068,PAID,Pontianak
O400454,S081,V0310000,2025-05-30 19:59:03,133143,PAID,Jayapura
O400455,S081,V0310013,2025-05-30 19:49:39,179897,PAID,Bogor
O400456,S081,V0310040,2025-05-30 19:55:07,229014,PAID,Cikampek
O400457,S081,V0310049,2025-05-30 19:42:55,209231,PAID,Makassar
O400458,S081,V0310067,2025-05-30 19:40:57,177767,PAID,Purwokerto
O400459,S081,V0310075,2025-05-30 19:42:36,173712,PAID,Probolinggo
O400460,S081,V0310076,2025-05-30 19:50:20,75514,PAID,Yogyakarta
O400461,S081,V0310086,2025-05-30 20:05:02,211394,PAID,Probolinggo
O400462,S081,V0310091,2025-05-30 19:46:30,210584,PAID,Yogyakarta
O400463,S081,V0310097,2025-05-30 19:47:46,155008,PAID,Cirebon
O400464,S081,V0310103,2025-05-30 19:53:13,210763,PAID,Semarang
O400465,S081,V0310135,2025-05-30 19:47:56,140765,PAID,Garut
O400466,S082,V0320006,2025-05-30 18:56:43,188858,PAID,Samarinda
O400467,S082,V0320026,2025-05-30 18:40:06,179897,PAID,Tegal
O400468,S082,V0320034,2025-05-30 18:53:43,211394,PAID,Kediri
O400469,S082,V0320063,2025-05-30 18:52:03,116832,PAID,Depok
O400470,S082,V0320066,2025-05-30 18:45:43,152209,PAID,Blitar
O400471,S082,V0320067,2025-05-30 18:33:56,76956,PAID,Tangerang
O400472,S082,V0320074,2025-05-30 18:52:46,75514,PAID,Cilacap
O400473,S082,V0320076,2025-05-30 18:48:15,187757,PAID,Jakarta
O400474,S082,V0320077,2025-05-30 18:51:11,210763,PAID,Serang
O400475,S082,V0320091,2025-05-30 18:56:17,210763,PAID,Madiun
O400476,S082,V0320101,2025-05-30 18:51:18,110066,PAID,Garut
O400477,S082,V0320105,2025-05-30 18:52:01,211394,PAID,Bogor
O400478,S082,V0320108,2025-05-30 18:42:16,110066,PAID,Depok
O400479,S082,V0320111,2025-05-30 18:47:03,198085,PAID,Kendari
O400480,S083,V0330002,2025-05-31 19:37:30,183971,PAID,Tangerang
O400481,S083,V0330006,2025-05-31 20:06:01,173712,PAID,Padang
O400482,S083,V0330032,2025-05-31 20:02:11,215691,PAID,Cirebon
O400483,S083,V0330039,2025-05-31 19:58:15,75514,PAID,Bekasi
O400484,S083,V0330045,2025-05-31 20:01:30,198085,PAID,Cilacap
O400485,S083,V0330055,2025-05-31 19:57:14,203080,PAID,Pasuruan
O400486,S083,V0330084,2025-05-31 19:56:53,177767,PAID,Semarang
O400487,S083,V0330087,2025-05-31 19:58:14,219336,PAID,Bogor
O400488,S083,V0330094,2025-05-31 19:45:39,159194,PAID,Surabaya
O400489,S083,V0330095,2025-05-31 19:46:37,209231,PAID,Tarakan
O400490,S083,V0330098,2025-05-31 19:47:45,104308,PAID,Cirebon
O400491,S083,V0330111,2025-05-31 19:55:10,135485,PAID,Semarang
O400492,S083,V0330115,2025-05-31 20:02:02,110066,PAID,Mojokerto
O400493,S083,V0330118,2025-05-31 19:50:08,194592,PAID,Kendari
O400494,S083,V0330130,2025-05-31 19:49:37,203080,PAID,Surabaya
O400495,S083,V0330141,2025-05-31 20:11:01,152694,PAID,Tasikmalaya
O400496,S083,V0330142,2025-05-31 19:45:24,214264,PAID,Depok
O400497,S083,V0330145,2025-05-31 19:58:17,127068,PAID,Garut
O400498,S083,V0330146,2025-05-31 19:57:49,158946,PAID,Bekasi
O400499,S084,V0340007,2025-05-31 20:52:48,78331,PAID,Jakarta
O400500,S084,V0340011,2025-05-31 21:06:18,173712,PAID,Cikampek
O400501,S084,V0340018,2025-05-31 21:03:18,104308,PAID,Cikampek
O400502,S084,V0340029,2025-05-31 20:59:07,218682,PAID,Tegal
O400503,S084,V0340030,2025-05-31 21:00:49,210763,PAID,Cilacap
O400504,S084,V0340054,2025-05-31 21:00:11,78234,PAID,Mojokerto
O400505,S084,V0340064,2025-05-31 20:52:31,114862,PAID,Madiun
O400506,S084,V0340078,2025-05-31 21:12:41,215691,PAID,Cilacap
O400507,S084,V0340081,2025-05-31 21:15:06,78234,PAID,Tasikmalaya
O400508,S084,V0340104,2025-05-31 20:52:52,237621,PAID,Surabaya
O400509,S084,V0340112,2025-05-31 21:04:14,116832,PAID,Cikampek
O400510,S084,V0340115,2025-05-31 20:52:29,203080,PAID,Karawang
O400511,S084,V0340127,2025-05-31 21:07:46,196185,PAID,Banyuwangi
O400512,S085,V0350009,2025-05-31 18:28:05,187757,PAID,Cikampek
O400513,S085,V0350036,2025-05-31 18:30:30,119914,PAID,Padang
O400514,S085,V0350057,2025-05-31 18:30:05,215691,PAID,Yogyakarta
O400515,S085,V0350058,2025-05-31 18:21:44,173712,PAID,Pasuruan
O400516,S085,V0350069,2025-05-31 18:37:22,133143,PAID,Jakarta
O400517,S085,V0350076,2025-05-31 18:31:33,211394,PAID,Cianjur
O400518,S085,V0350080,2025-05-31 18:28:50,177767,PAID,Banyuwangi
O400519,S085,V0350081,2025-05-31 18:29:35,116832,PAID,Cikampek
O400520,S085,V0350082,2025-05-31 18:17:23,198085,PAID,Tegal
O400521,S085,V0350097,2025-05-31 18:15:08,114862,PAID,Semarang
O400522,S085,V0350108,2025-05-31 18:29:12,218682,PAID,Tarakan
O400523,S085,V0350113,2025-05-31 18:19:25,155008,PAID,Kediri
O400524,S085,V0350116,2025-05-31 18:40:32,119914,PAID,Semarang
O400525,S085,V0350125,2025-05-31 18:22:48,188858,PAID,Blitar
O400526,S085,V0350143,2025-05-31 18:37:10,76956,PAID,Denpasar
O400527,S085,V0350148,2025-05-31 18:13:53,96868,PAID,Karawang
O400528,S086,V0360006,2025-06-01 19:36:14,70565,PAID,Bekasi
O400529,S086,V0360024,2025-06-01 19:55:37,106603,PAID,Cikampek
O400530,S086,V0360033,2025-06-01 19:47:51,88143,PAID,Pasuruan
O400531,S086,V0360045,2025-06-01 19:29:30,78234,PAID,Madiun
O400532,S086,V0360075,2025-06-01 19:52:39,152694,PAID,Bandung
O400533,S086,V0360077,2025-06-01 19:49:58,196185,PAID,Mataram
O400534,S086,V0360108,2025-06-01 19:42:34,135485,PAID,Tegal
O400535,S086,V0360127,2025-06-01 19:39:21,198085,PAID,Bengkulu
O400536,S087,V0370019,2025-06-01 20:28:52,81390,PAID,Surabaya
O400537,S087,V0370025,2025-06-01 20:29:07,158946,PAID,Palembang
O400538,S087,V0370034,2025-06-01 20:36:03,219336,PAID,Tasikmalaya
O400539,S087,V0370035,2025-06-01 20:20:30,70565,PAID,Pasuruan
O400540,S087,V0370037,2025-06-01 20:34:46,219695,PAID,Pasuruan
O400541,S087,V0370070,2025-06-01 20:07:37,183971,PAID,Cianjur
O400542,S087,V0370084,2025-06-01 20:26:32,88143,PAID,Semarang
O400543,S087,V0370086,2025-06-01 20:16:07,78234,PAID,Pekanbaru
O400544,S087,V0370089,2025-06-01 20:32:56,211394,PAID,Kendari
O400545,S087,V0370093,2025-06-01 20:28:12,138358,PAID,Singaraja
O400546,S087,V0370097,2025-06-01 20:15:41,127068,PAID,Sukabumi
O400547,S087,V0370129,2025-06-01 20:29:43,210584,PAID,Surabaya
O400548,S087,V0370132,2025-06-01 20:20:20,183971,PAID,Cilacap
O400549,S087,V0370139,2025-06-01 20:24:28,215691,PAID,Karawang
O400550,S087,V0370142,2025-06-01 20:27:17,87962,PAID,Palembang
O400551,S087,V0370146,2025-06-01 20:28:12,194592,PAID,Jakarta
O400552,S088,V0380003,2025-06-01 19:24:10,88610,PAID,Bogor
O400553,S088,V0380005,2025-06-01 19:07:38,88143,PAID,Yogyakarta
O400554,S088,V0380008,2025-06-01 19:03:49,237621,PAID,Cilacap
O400555,S088,V0380039,2025-06-01 19:07:59,170864,PAID,Tegal
O400556,S088,V0380041,2025-06-01 19:22:58,188858,PAID,Solo
O400557,S088,V0380043,2025-06-01 19:04:11,211394,PAID,Yogyakarta
O400558,S088,V0380046,2025-06-01 19:15:03,188858,PAID,Probolinggo
O400559,S088,V0380053,2025-06-01 19:22:58,106262,PAID,Garut
O400560,S088,V0380077,2025-06-01 19:18:39,169595,PAID,Blitar
O400561,S088,V0380098,2025-06-01 19:12:03,70565,PAID,Denpasar
O400562,S088,V0380122,2025-06-01 19:20:01,135485,PAID,Palembang
O400563,S088,V0380125,2025-06-01 19:12:54,223245,PAID,Bengkulu
O400564,S088,V0380129,2025-06-01 19:20:11,203080,PAID,Serang
O400565,S088,V0380135,2025-06-01 19:26:08,106262,PAID,Malang
O400566,S088,V0380144,2025-06-01 19:09:15,78331,PAID,Tangerang
O400567,S088,V0380147,2025-06-01 19:22:19,215691,PAID,Depok
O400568,S089,V0390005,2025-06-02 19:02:38,127068,PAID,Blitar
O400569,S089,V0390014,2025-06-02 19:02:05,229014,PAID,Malang
O400570,S089,V0390034,2025-06-02 19:03:58,106603,PAID,Manado
O400571,S089,V0390049,2025-06-02 18:58:09,127068,PAID,Balikpapan
O400572,S089,V0390051,2025-06-02 19:05:21,245368,PAID,Kendari
O400573,S089,V0390071,2025-06-02 19:02:23,81390,PAID,Solo
O400574,S089,V0390078,2025-06-02 18:47:38,88143,PAID,Surabaya
O400575,S089,V0390083,2025-06-02 18:50:21,169595,PAID,Malang
O400576,S089,V0390088,2025-06-02 18:58:19,159194,PAID,Probolinggo
O400577,S089,V0390089,2025-06-02 19:08:32,76956,PAID,Cirebon
O400578,S089,V0390091,2025-06-02 19:03:35,173712,PAID,Purwokerto
O400579,S089,V0390093,2025-06-02 18:54:30,96868,PAID,Balikpapan
O400580,S089,V0390099,2025-06-02 18:50:18,88143,PAID,Bogor
O400581,S089,V0390127,2025-06-02 19:09:21,187757,PAID,Blitar
O400582,S089,V0390129,2025-06-02 19:01:17,214264,PAID,Bogor
O400583,S089,V0390131,2025-06-02 19:18:13,159194,PAID,Sukabumi
O400584,S089,V0390135,2025-06-02 18:59:38,169230,PAID,Tangerang
O400585,S089,V0390138,2025-06-02 18:56:05,237621,PAID,Probolinggo
O400586,S089,V0390139,2025-06-02 19:01:55,187757,PAID,Blitar
O400587,S089,V0390145,2025-06-02 18:43:42,210584,PAID,Cirebon
O400588,S089,V0390148,2025-06-02 19:04:29,229014,PAID,Karawang
O400589,S090,V0400007,2025-06-02 21:14:52,127068,PAID,Mojokerto
O400590,S090,V0400020,2025-06-02 21:00:31,78234,PAID,Mojokerto
O400591,S090,V0400021,2025-06-02 21:03:20,78331,PAID,Tegal
O400592,S090,V0400049,2025-06-02 21:12:58,245368,PAID,Tegal
O400593,S090,V0400053,2025-06-02 21:11:55,106262,PAID,Semarang
O400594,S090,V0400093,2025-06-02 21:27:35,158946,PAID,Serang
O400595,S090,V0400094,2025-06-02 21:01:47,124921,PAID,Bogor
O400596,S090,V0400095,2025-06-02 21:09:39,214264,PAID,Denpasar
O400597,S090,V0400117,2025-06-02 21:13:22,218682,PAID,Probolinggo
O400598,S090,V0400128,2025-06-02 21:01:29,198085,PAID,Denpasar
O400599,S090,V0400135,2025-06-02 21:02:20,158946,PAID,Cikampek
O400600,S090,V0400136,2025-06-02 21:08:26,219695,PAID,Cianjur
O400601,S090,V0400142,2025-06-02 21:13:11,87962,PAID,Palu
O400602,S091,V0410013,2025-06-02 21:00:22,196185,PAID,Blitar
O400603,S091,V0410021,2025-06-02 21:09:51,210763,PAID,Manado
O400604,S091,V0410029,2025-06-02 21:13:25,76956,PAID,Cilacap
O400605,S091,V0410031,2025-06-02 21:03:11,215024,PAID,Jakarta
O400606,S091,V0410038,2025-06-02 20:59:25,210584,PAID,Banjarmasin
O400607,S091,V0410042,2025-06-02 21:03:03,155008,PAID,Blitar
O400608,S091,V0410047,2025-06-02 20:52:21,106262,PAID,Bandung
O400609,S091,V0410078,2025-06-02 21:19:09,177767,PAID,Surabaya
O400610,S091,V0410079,2025-06-02 21:02:01,114862,PAID,Jakarta
O400611,S091,V0410085,2025-06-02 21:04:31,145861,PAID,Yogyakarta
O400612,S091,V0410130,2025-06-02 20:50:27,237621,PAID,Sukabumi
O400613,S091,V0410131,2025-06-02 20:57:51,210763,PAID,Serang
O400614,S091,V0410133,2025-06-02 21:03:20,194592,PAID,Magelang
O400615,S091,V0410136,2025-06-02 20:58:59,187757,PAID,Madiun
O400616,S091,V0410149,2025-06-02 21:08:06,155008,PAID,Probolinggo
O400617,S092,V0420018,2025-06-03 21:07:10,88610,PAID,Pasuruan
O400618,S092,V0420040,2025-06-03 21:07:08,177767,PAID,Jayapura
O400619,S092,V0420051,2025-06-03 21:08:23,155008,PAID,Banjarmasin
O400620,S092,V0420054,2025-06-03 21:10:51,218682,PAID,Tegal
O400621,S092,V0420058,2025-06-03 21:24:09,245368,PAID,Probolinggo
O400622,S092,V0420066,2025-06-03 21:01:08,133143,PAID,Tasikmalaya
O400623,S092,V0420076,2025-06-03 21:00:12,124921,PAID,Magelang
O400624,S092,V0420108,2025-06-03 21:23:59,209231,PAID,Tangerang
O400625,S092,V0420119,2025-06-03 21:11:37,170864,PAID,Purwokerto
O400626,S092,V0420121,2025-06-03 21:13:36,159194,PAID,Jakarta
O400627,S092,V0420122,2025-06-03 20:58:41,215024,PAID,Malang
O400628,S092,V0420129,2025-06-03 21:16:49,245368,PAID,Sukabumi
O400629,S092,V0420144,2025-06-03 21:02:08,124921,PAID,Solo
O400630,S092,V0420146,2025-06-03 21:13:01,203080,PAID,Garut
O400631,S093,V0430010,2025-06-03 20:44:20,70565,PAID,Tangerang
O400632,S093,V0430044,2025-06-03 20:34:47,116832,PAID,Surabaya
O400633,S093,V0430070,2025-06-03 20:34:03,187757,PAID,Tegal
O400634,S093,V0430074,2025-06-03 20:44:28,219695,PAID,Semarang
O400635,S093,V0430079,2025-06-03 20:51:10,210584,PAID,Manado
O400636,S093,V0430086,2025-06-03 20:46:55,96868,PAID,Bogor
O400637,S093,V0430095,2025-06-03 20:51:16,155008,PAID,Depok
O400638,S093,V0430123,2025-06-03 20:38:29,219695,PAID,Cilacap
O400639,S093,V0430125,2025-06-03 20:34:22,133143,PAID,Tangerang
O400640,S093,V0430131,2025-06-03 20:54:59,229014,PAID,Ambon
O400641,S094,V0440000,2025-06-03 19:53:38,229014,PAID,Depok
O400642,S094,V0440017,2025-06-03 19:59:25,127068,PAID,Jayapura
O400643,S094,V0440027,2025-06-03 19:30:40,210584,PAID,Padang
O400644,S094,V0440031,2025-06-03 19:46:31,127068,PAID,Samarinda
O400645,S094,V0440034,2025-06-03 19:55:38,78234,PAID,Serang
O400646,S094,V0440066,2025-06-03 19:40:46,88143,PAID,Malang
O400647,S094,V0440068,2025-06-03 19:44:56,76956,PAID,Malang
O400648,S094,V0440073,2025-06-03 19:52:45,140765,PAID,Serang
O400649,S094,V0440079,2025-06-03 19:41:38,106603,PAID,Mataram
O400650,S094,V0440096,2025-06-03 19:43:21,122730,PAID,Cikampek
O400651,S094,V0440121,2025-06-03 19:29:45,219336,PAID,Cilacap
O400652,S094,V0440138,2025-06-03 19:50:10,88143,PAID,Bogor
O400653,S095,V0450009,2025-06-04 20:04:17,78331,PAID,Serang
O400654,S095,V0450014,2025-06-04 20:01:34,76956,PAID,Karawang
O400655,S095,V0450020,2025-06-04 20:11:10,133143,PAID,Purwokerto
O400656,S095,V0450021,2025-06-04 19:51:29,159194,PAID,Cilacap
O400657,S095,V0450032,2025-06-04 19:58:34,196185,PAID,Bekasi
O400658,S095,V0450035,2025-06-04 19:55:27,119914,PAID,Karawang
O400659,S095,V0450037,2025-06-04 20:02:14,88143,PAID,Serang
O400660,S095,V0450043,2025-06-04 20:09:07,159194,PAID,Ambon
O400661,S095,V0450046,2025-06-04 20:10:04,170864,PAID,Jakarta
O400662,S095,V0450051,2025-06-04 20:01:19,87962,PAID,Pasuruan
O400663,S095,V0450056,2025-06-04 19:47:16,159194,PAID,Mojokerto
O400664,S095,V0450083,2025-06-04 20:01:14,177767,PAID,Karawang
O400665,S095,V0450087,2025-06-04 20:03:33,219695,PAID,Karawang
O400666,S095,V0450090,2025-06-04 20:11:25,88143,PAID,Tasikmalaya
O400667,S095,V0450106,2025-06-04 19:53:27,229014,PAID,Jakarta
O400668,S095,V0450126,2025-06-04 20:05:27,76956,PAID,Cianjur
O400669,S095,V0450134,2025-06-04 19:57:25,96868,PAID,Cikampek
O400670,S095,V0450135,2025-06-04 19:56:06,152694,PAID,Surabaya
O400671,S095,V0450139,2025-06-04 20:10:07,78234,PAID,Bekasi
O400672,S096,V0460010,2025-06-04 19:05:15,104308,PAID,Serang
O400673,S096,V0460034,2025-06-04 19:18:38,219695,PAID,Kediri
O400674,S096,V0460045,2025-06-04 19:10:57,170864,PAID,Ambon
O400675,S096,V0460059,2025-06-04 19:16:12,106262,PAID,Serang
O400676,S096,V0460079,2025-06-04 19:28:59,219695,PAID,Bandar Lampung
O400677,S096,V0460106,2025-06-04 19:08:31,173712,PAID,Probolinggo
O400678,S096,V0460134,2025-06-04 19:24:30,133143,PAID,Pasuruan
O400679,S097,V0470000,2025-06-04 21:10:22,135485,PAID,Tangerang
O400680,S097,V0470041,2025-06-04 21:01:38,114862,PAID,Depok
O400681,S097,V0470056,2025-06-04 21:03:09,87962,PAID,Yogyakarta
O400682,S097,V0470057,2025-06-04 21:10:59,188858,PAID,Sukabumi
O400683,S097,V0470062,2025-06-04 21:14:21,210584,PAID,Karawang
O400684,S097,V0470089,2025-06-04 21:16:15,179897,PAID,Medan
O400685,S097,V0470092,2025-06-04 21:04:18,96868,PAID,Serang
O400686,S097,V0470096,2025-06-04 20:59:31,106262,PAID,Mojokerto
O400687,S097,V0470099,2025-06-04 20:54:03,76956,PAID,Jayapura
O400688,S097,V0470114,2025-06-04 21:14:45,219695,PAID,Bekasi
O400689,S098,V0480001,2025-06-05 18:32:16,177767,PAID,Bekasi
O400690,S098,V0480027,2025-06-05 18:30:24,210763,PAID,Surabaya
O400691,S098,V0480028,2025-06-05 18:38:03,106603,PAID,Bandung
O400692,S098,V0480031,2025-06-05 18:39:42,169595,PAID,Kediri
O400693,S098,V0480038,2025-06-05 18:46:16,88143,PAID,Malang
O400694,S098,V0480046,2025-06-05 18:41:57,229014,PAID,Semarang
O400695,S098,V0480064,2025-06-05 18:55:23,198085,PAID,Medan
O400696,S098,V0480072,2025-06-05 18:47:15,188858,PAID,Tasikmalaya
O400697,S098,V0480078,2025-06-05 18:51:35,205679,PAID,Cirebon
O400698,S098,V0480087,2025-06-05 18:53:38,155008,PAID,Banyuwangi
O400699,S098,V0480111,2025-06-05 18:39:34,159194,PAID,Mataram
O400700,S098,V0480125,2025-06-05 18:53:14,173712,PAID,Blitar
O400701,S098,V0480143,2025-06-05 18:36:08,116832,PAID,Yogyakarta
O400702,S098,V0480145,2025-06-05 19:02:06,169230,PAID,Purwokerto
O400703,S099,V0490004,2025-06-05 18:31:08,196185,PAID,Kendari
O400704,S099,V0490012,2025-06-05 18:21:19,215024,PAID,Denpasar
O400705,S099,V0490013,2025-06-05 18:28:14,94448,PAID,Karawang
O400706,S099,V0490040,2025-06-05 18:35:57,177767,PAID,Medan
O400707,S099,V0490053,2025-06-05 18:16:47,124921,PAID,Surabaya
O400708,S099,V0490057,2025-06-05 18:23:04,110066,PAID,Bengkulu
O400709,S099,V0490078,2025-06-05 18:31:34,155008,PAID,Sukabumi
O400710,S099,V0490085,2025-06-05 18:21:17,196185,PAID,Cilacap
O400711,S099,V0490100,2025-06-05 18:30:05,127068,PAID,Yogyakarta
O400712,S099,V0490117,2025-06-05 18:18:04,152209,PAID,Serang
O400713,S099,V0490124,2025-06-05 18:29:47,170864,PAID,Malang
O400714,S099,V0490138,2025-06-05 18:40:51,70565,PAID,Denpasar
O400715,S099,V0490145,2025-06-05 18:18:49,237621,PAID,Palembang
O400716,S099,V0490146,2025-06-05 18:26:55,155008,PAID,Probolinggo
O400717,S100,V0500015,2025-06-05 18:23:47,88610,PAID,Madiun
O400718,S100,V0500017,2025-06-05 18:21:36,155008,PAID,Mataram
O400719,S100,V0500018,2025-06-05 18:25:44,215691,PAID,Cianjur
O400720,S100,V0500027,2025-06-05 18:32:43,155008,PAID,Purwokerto
O400721,S100,V0500028,2025-06-05 18:34:50,245368,PAID,Makassar
O400722,S100,V0500037,2025-06-05 18:22:22,169230,PAID,Banyuwangi
O400723,S100,V0500044,2025-06-05 18:13:19,205679,PAID,Banyuwangi
O400724,S100,V0500049,2025-06-05 18:27:28,88143,PAID,Mataram
O400725,S100,V0500050,2025-06-05 18:37:03,209231,PAID,Cianjur
O400726,S100,V0500056,2025-06-05 18:23:07,152694,PAID,Semarang
O400727,S100,V0500068,2025-06-05 18:31:32,211394,PAID,Garut
O400728,S100,V0500074,2025-06-05 18:31:08,198085,PAID,Mojokerto
O400729,S100,V0500082,2025-06-05 18:35:51,152694,PAID,Semarang
O400730,S100,V0500086,2025-06-05 18:23:03,122730,PAID,Bekasi
O400731,S100,V0500090,2025-06-05 18:23:52,88610,PAID,Banjarmasin
O400732,S100,V0500105,2025-06-05 18:21:17,88610,PAID,Garut
O400733,S100,V0500107,2025-06-05 18:36:01,88610,PAID,Madiun
O400734,S100,V0500108,2025-06-05 18:40:02,187757,PAID,Batam
O400735,S100,V0500109,2025-06-05 18:32:06,211394,PAID,Mojokerto
O400736,S100,V0500145,2025-06-05 18:30:53,179897,PAID,Kediri
O400737,S100,V0500148,2025-06-05 18:19:59,214264,PAID,Banyuwangi
